0.80,8.94,-3.99,0.04,0.07,-0.01,-0.70
0.75,9.03,-4.06,0.03,0.06,-0.00,-0.70
0.79,8.97,-4.07,0.02,0.03,0.01,-0.70
0.92,9.06,-4.13,0.00,0.00,0.01,-0.70
0.97,8.96,-4.11,-0.01,-0.01,0.01,-1.06
0.87,8.99,-4.02,-0.01,-0.02,0.00,-1.06
1.07,9.00,-3.96,-0.01,-0.02,-0.01,-1.06
1.00,8.97,-4.05,-0.02,-0.03,-0.02,-1.08
1.04,8.98,-3.99,-0.02,-0.04,-0.03,-1.08
0.88,8.99,-3.99,-0.02,-0.05,-0.03,-0.94
0.79,9.00,-3.97,-0.03,-0.07,-0.03,-0.94
0.85,9.01,-3.96,-0.03,-0.08,-0.02,-0.94
0.91,9.04,-3.91,-0.03,-0.08,-0.02,-0.82
0.90,9.03,-3.98,-0.03,-0.07,-0.02,-0.82
0.85,9.03,-3.86,-0.03,-0.07,-0.01,-0.82
0.87,9.03,-4.07,-0.04,-0.07,-0.01,-0.82
0.87,8.98,-3.96,-0.03,-0.09,-0.01,-0.82
0.96,8.98,-3.78,-0.03,-0.10,-0.02,-0.81
0.98,8.98,-3.89,-0.03,-0.09,-0.03,-0.81
0.92,9.02,-3.94,-0.03,-0.07,-0.04,-0.54
0.71,9.02,-4.00,-0.04,-0.09,-0.04,-0.54
0.79,9.00,-3.96,-0.05,-0.12,-0.03,-0.54
0.90,9.07,-3.89,-0.05,-0.14,-0.04,-0.86
1.05,9.12,-3.86,-0.06,-0.16,-0.06,-0.86
1.10,9.04,-3.84,-0.05,-0.15,-0.09,-0.86
0.96,9.08,-3.89,-0.07,-0.15,-0.10,-0.86
0.82,9.02,-3.80,-0.08,-0.18,-0.12,-0.86
0.94,8.96,-3.72,-0.07,-0.19,-0.14,-0.60
0.85,9.03,-3.84,-0.07,-0.18,-0.15,-0.60
0.90,9.07,-3.72,-0.07,-0.16,-0.17,-0.79
0.83,9.02,-3.74,-0.06,-0.14,-0.19,-0.79
0.77,9.10,-3.74,-0.06,-0.11,-0.20,-0.79
0.60,9.11,-3.78,-0.06,-0.10,-0.21,-0.83
0.59,9.08,-3.80,-0.06,-0.10,-0.21,-0.83
