-0.20,9.57,-1.93,-0.10,-0.02,0.01,-1.49
-0.06,9.61,-2.05,-0.10,-0.01,-0.02,-1.45
-0.06,9.63,-2.04,-0.12,-0.05,-0.06,-1.45
0.20,9.64,-2.14,-0.14,-0.14,-0.14,-1.45
0.73,9.93,-2.04,-0.17,-0.29,-0.26,-1.45
2.19,10.06,-2.62,-0.19,-0.39,-0.51,-1.45
3.60,10.07,-3.37,-0.24,-0.33,-0.92,-1.41
4.54,10.39,-3.92,-0.22,-0.17,-1.33,-1.41
2.50,11.08,-3.99,-0.09,0.07,-1.74,-1.41
-0.35,13.14,-5.06,0.07,-0.19,-1.78,-1.72
3.03,11.79,-5.13,0.11,-0.38,-1.52,-1.72
6.50,9.40,-5.09,0.30,0.20,-1.09,-1.80
6.09,7.98,-4.38,0.50,0.73,-0.64,-1.80
4.16,8.31,-4.80,0.69,0.72,0.07,-1.80
3.98,8.37,-3.87,0.71,0.41,0.80,-2.15
3.72,8.58,-3.54,0.75,0.17,1.53,-2.15
4.10,8.70,-2.96,0.82,0.21,2.12,-2.15
4.85,9.26,-2.98,0.85,0.64,2.45,-2.15
4.14,10.07,-2.79,0.78,1.28,2.63,-2.15
2.93,10.67,-2.87,0.65,1.74,2.79,-1.93
1.80,11.03,-3.22,0.49,1.96,2.88,-1.93
0.32,10.98,-3.41,0.40,1.85,2.87,-1.84
-1.02,10.84,-3.62,0.34,1.58,2.80,-1.84
-2.50,9.96,-3.39,0.33,1.11,2.68,-1.84
-2.55,9.18,-3.48,0.42,0.63,2.46,-1.98
-1.83,9.12,-3.13,0.53,0.35,2.22,-1.98
-2.19,8.46,-2.58,0.58,0.10,1.83,-1.98
-1.81,8.89,-2.45,0.57,0.01,1.28,-1.98
-1.70,9.73,-2.45,0.48,-0.01,0.68,-1.98
-2.96,8.97,-1.87,0.40,-0.11,0.09,-1.68
-3.90,9.16,-2.10,0.37,-0.22,-0.52,-1.68
-4.03,9.57,-1.52,0.24,-0.36,-1.13,-1.62
1.14,13.38,-1.07,-0.07,-0.17,-1.29,-1.62
19.61,16.56,1.79,-0.21,0.37,-0.23,-1.62
6.75,10.98,-1.28,-0.00,0.95,-1.74,-1.50
-0.35,11.10,0.28,0.41,1.43,-2.08,-1.50
1.45,9.21,-3.39,0.54,0.75,-2.31,-1.50
-4.16,11.27,-11.88,0.90,0.29,-2.53,-1.50
-8.10,8.12,-7.02,0.14,-0.65,-1.53,-1.50
-2.91,10.28,-3.18,-0.08,-1.71,-1.02,-1.75
1.14,10.92,-1.07,-0.06,-1.42,-0.82,-1.75
3.19,9.23,-0.82,0.20,-0.32,-0.97,-1.68
-0.25,10.20,-3.68,0.23,-0.09,-1.07,-1.68
-1.72,8.64,-5.91,0.00,-0.96,-0.77,-1.68
1.93,7.47,-6.35,-0.17,-1.74,-0.54,-1.72
5.04,8.32,-4.72,-0.19,-1.35,-0.71,-1.72
4.98,8.32,-3.86,-0.12,-0.65,-1.10,-1.72
1.78,8.91,-3.82,-0.09,-0.45,-1.35,-1.72
0.02,8.99,-4.15,-0.09,-0.54,-1.35,-1.72
0.32,8.98,-4.40,-0.12,-0.58,-1.33,-1.54
-0.32,9.11,-3.92,-0.19,-0.50,-1.35,-1.54
-1.52,9.40,-2.99,-0.25,-0.57,-1.36,-1.59
-0.89,9.34,-3.64,-0.22,-0.77,-1.32,-1.59
-1.02,9.33,-4.25,-0.24,-0.75,-1.33,-1.59
-1.72,9.54,-4.49,-0.28,-0.88,-1.29,-1.74
-0.46,9.25,-4.69,-0.31,-0.92,-1.32,-1.74
-1.96,10.19,-4.14,-0.30,-1.04,-1.41,-1.60
-1.45,11.29,-3.65,-0.36,-1.16,-1.46,-1.60
-1.62,12.01,-2.81,-0.46,-1.15,-1.57,-1.60
-1.26,11.64,-2.12,-0.55,-1.04,-1.64,-1.60
-0.21,11.68,-2.70,-0.62,-0.81,-1.82,-1.60
-1.43,12.47,-2.76,-0.68,-0.87,-1.95,-1.73
0.68,12.13,-3.55,-0.74,-0.98,-2.08,-1.73
-0.21,12.22,-4.11,-0.77,-1.10,-2.32,-1.73
